year,title,abstract,winner,university,degree
2012,Temporal Analysis of Information Cascades on Twitter,"There has been much work in the area of information propagation. However, most of this work has been node-centric or edge-centric. My thesis is taking a more global approach, looking at properties of the entire graph over time. Specifically, I am analyzing how the closeness centrality of the spread of hashtags changes over time within Twitter.",,Carnegie Mellon,Computer Science
2012,A Type Theory of Linking,"The processes of linking and loading, while fundamental to the way code is actually executed on modern computers, have hitherto evaded type-theoretic explanation. This prevents us from producing a typesafe linker and loader, which would satisfactorily close the gap between high-level typesafe programming languages and low-level typed assembly languages and proof-carrying code. We develop such a type theory, by way of defining the syntax and semantics of a lambda-calculus with explicit support for libraries. As a proof of concept, we implement a compiler from this calculus to a simple abstract machine language and associated object-file format, and an interpreter for this machine.",,Carnegie Mellon,Computer Science
2012,ColorMyGraph: Student Proof Analysis and Verification,"College-level Mathematics and Theoretical Computer Science is almost universally based in proof. We prove our theorems true, our code correct, our invariants constant. Traditionally, students struggle a lot with learning the art and science of writing proofs. Often, it presents such a barrier that they give up on understanding what to do. My senior thesis focuses on the development, implementation, and testing of a new type of assignment which we call a ""Verification Assignment"" in which students review and comment on each others' proofs via an online system. Our hope is that these assignments simultaneously help students gain a better understanding of the underlying concepts as well as decrease the time spent on grading.",,Carnegie Mellon,Computer Science
2012,Applications of Spectral Algorithms,Spectral algorithms exploit information on the graph spectrum to gain computational speedups. The goal of this thesis is to unify various classical graph algorithms into a common spectral graph framework. We would show an application of spectral graph algorithms where we segment nerve fiber layers from optical coherence tomography images. The key advantage of the unified spectral application approach is that the different algorithms can share common data structures and sub routines.,Allen Newell Award for Excellence in Undergraduate Research,Carnegie Mellon,Computer Science
2012,Transparent System Call Based Performance Debugging for Cloud Computing,"Problem Diagnosis and debugging in concurrent environments such as the cloud and popular distributed systems frameworks has been a traditionally hard problem. We explore an evaluation of a novel way of debugging distributed systems frameworks by using system calls. We focus on Google's MapReduce framework, which enables distributed, data-intensive, parallel applications by decomposing a massive job into smaller (Map and Reduce) tasks and a massive data-set into smaller partitions, such that each task processes a different partition in parallel. Performance problems in such systems can be hard to diagnose and to localize to a specific node or a set of nodes. Additionally, most debugging systems often rely on forms of instrumentation and signatures that sometimes cannot truthfully represent the state of the system (logs or application traces for example). We focus on evaluating the performance of the debugging these frameworks using the lowest level of abstraction - system calls. By focusing on a small set of system calls, we try to extrapolate meaningful information on the control flow and state of the framework, providing accurate and meaningful debugging.",Alumni Award for Undergraduate Excellence,Carnegie Mellon,Computer Science
2012,Automatic Heap Exploit Generation,"The automatic exploit generation (AEG) challenge is, given a program, automatically find vulnerabilities and generate exploits for them. Avgerinos et al showed that, given the source code of the program, AEG was possible for certain stack smashing and format string exploits. In Automatic Heap Exploit Generation (AHEG), we do away with the need for source code and we extend AEG to automatically find heap bugs and generate heap exploits on applications running on Windows XP SP3. In this semester, we developed the techniques and tools for automatically discovering heap bugs. Next semester, we will automate exploit generation.",,Carnegie Mellon,Computer Science
2012,Mode Checking for Lazy Functional Logic Programming,"Functional logical programming is a paradigm that introduces predicate satisfaction as a first class construct into the functional setting. Given the difficulty of reasoning about the time complexity of logical code, lazy evaluation is desirable. In consolidating logical and functional semantics, a complete logical query primitive is necessary. In the non strict and breadth first evaluation strategy, it is possible to return unground logical variables. Such results are meaningless in the context of determinism. Given the semantics for a practical lazy functional logical language, we attempt to supply a flexible type and mode system in order to ensure progress.",,Carnegie Mellon,Computer Science
2012,Word Problem Solving using Sequence Inference,"Currently, word problems can be understood by humans but cannot be easily understood by computers. This project proposes using sequence inference as a bridge to this problem. Instead of attempting Natural Language Processing, which is difficult, a human observes a parameter in the problem, and records the answers to the question for small values of the parameter. This is often easy for the human to do but nonetheless provides an effective description of the problem to the computer. The computer extrapolates the sequence given to provide insights about the problem, which it reports back to the human, allowing the computer to participate in informal problem-solving with a human.",,Carnegie Mellon,Computer Science
2012,Feature Detection on an FPGA,"Fast, accurate, autonomous robot navigation is essential for planetary robots when communication with Earth is delayed, limited or nonexistent. Feature detection is the crux of robot autonomy. It calculates feature descriptors which are the basis of visual odometry and obstacle avoidance. The first step in calculating a motion estimate using visual odometry is to detect features in a pair of stereo camera images mounted on a vehicle. Without feature detection, the robot cannot determine where it is and how to get to its destination. Feature detection is understood, but requires fast computation, which is not available on planetary rovers. The feature slows rover progress. Consequently, the feature is turned off, risk is accepted, and exploration progress is possible. For example, the Mars Exploration Rover was entrapped and lost when feature detection was turned off. The need is for fast, spaceworthy feature detection. This means near-real-time speed, low power consumption, and radiation tolerance. This research pro- poses to accomplish this vision by implementing feature detection on a Field Programmable Gate Array (FPGA). FPGAs possess the physical attributes for success. The question is whether a feature detection algorithm can be manifested on an FPGA.",,Carnegie Mellon,Computer Science
2012,Graphical Numerical Inference: a.k.a. Brain Surgery for Excel,"Excel's drag and auto-fill feature works for most simple numerical cases like addition. However, it fails when someone gives it a checkerboard pattern with 1s and 0s and tries to extend the pattern. Excel is unable to expand this obvious pattern because its entire inference is based on a static snapshot of the final data. Graphical Numerical Inference Program (GNIP), on the other hand, takes a dynamic approach by monitoring how the sequence is being filled. It will then try to figure out how the user is filling up the entries. After that, it picks up where the user has left off and fills in the rest of the entries.",,Carnegie Mellon,Computer Science
2012,Leveraging Social Networking and Indoor Localization for Context-Aware Ubiquitous Systems,"The proliferation of social-networks along with technologies allowing for better realization of pervasive systems, facilitate the construction of social-based context-aware systems. We leverage this advancement to create a generic and novel social context-aware ubiquitous system, SCOUT, above which a multitude of soft real time mobile applications can be built. We propose a detailed design of SCOUT, implement a prototype as a proof-of-concept and evaluate the responsiveness of the system. Among various challenges in the domain of social-based context-aware systems, we address the challenge of maintaining end-to-end communication channels between ubiquitous systems and mobile users. Mobile users are often situated in heterogeneous networking environments that provide intermittent, highly interfering, or highly disruptive communication. In such situations, users either resort to more stable but charged internet services (like 3G) or remain disconnected. Hence, this reduces the effectiveness of ubiquitous systems in both gathering and disseminating information to and from mobile devices in soft real time systems. We propose a hybrid system architecture that bridges the centralized and distributed paradigms building upon opportunistic and disruption tolerant networking research. Based on this architecture, we introduce a means for a novel mechanism for information seeking users. Finally, we use our ubiquitous system, SCOUT, as a platform to implement and evaluate the effectiveness of our architecture using three metrics namely: success rate, delay and cost.",,Carnegie Mellon,Computer Science
2013,Leveraging Dependency Parse Structures for Large-Scale Noun Phrase Classification,"How do you construct a program that can read the web and learn about the world? How could a program process billions of sentences, learn the semantic meaning of hundreds of thousands of noun phrases, and use this knowledge to classify unobserved noun phrases? We developed a novel three-stage algorithm for noun phrase classification and present empirical results on a 3 TB corpus of parsed English text. Each sentence is represented as a directed, acyclic graph, where tokens are vertices and labeled edges represent the syntactic dependency relationship between tokens. The algorithm's first stage learns graph walk strategies for associating semantically related noun phrases. The second stage uses these strategies to build a rich noun phrase feature space. The third stage learns a logistic regression model on this constructed feature space that is highly effective at noun phrase classification. We present this novel three-stage algorithm in detail and report its performance on several noun phrase classification experiments.",,Carnegie Mellon,Computer Science
2013,Predicting an individual's brain state induced by music listening,"Our general goal is to establish a relationship between the features of a musical piece and the features of the neural activities induced by listening to a piece of music. This work provides evidence that this relationship exists and can be modelled. Furthermore, it provides evidence that a model learned on a number of song brain state pairs generalizes to predict the neural activities corresponding to unheard pieces of music. Modelling this relationship will allow us to create novel applications in music information retrieval and music therapy. Music information retrieval applications include the retrieval or synthesis of a piece of music to suit an individual's preference or desired cognitive state. One music therapy application is the retrieval of pieces of music that aid in priming the brain for particular tasks. To this end, in this study we first recorded brain activities of multiple subjects through electroencephalography (EEG) while they repeatedly listened to two different pieces of music. Classification of the musical piece that the subject was listening to was performed in order to ensure that listening to a song induces repeatable brain states. After this successful classification we ran another experiment in which a subject repeatedly listened to music from two classes. Within each class the songs are similar to each other in the music feature space? across classes they are dissimilar. In order to ensure our model can generalize to unheard pieces of music classification was performed with a cross validation scheme that consisted of training on the EEG examples corresponding to a fraction of the songs in each set and then classifying the examples corresponding to the remaining songs. We achieved classification accuracy above 90%. The success of this classification clearly shows that similar music induces similar brain states, and thus exhibits the feasibility of our general goal.",,Carnegie Mellon,Computer Science
2013,Evaluation of Loop Nesting Forest Algorithms,"Advanced control-flow analyses are often built on a technique known as structural analysis (SA), which iteratively transforms a control-flow graph (CFG) into a control-flow tree with leaves corresponding to CFG nodes and internal nodes corresponding to CFG regions. An iteration in SA typically proceeds by first identifying a region in the CFG that matches one of the known high-level control structures such as if-then-else and do-while, then contracting the region into a new node. In practice, however, many CFGs contain large regions that do not match any high-level control structures (e.g., due to the use of break), thus making control-flow analysis less precise. This is why researchers have recently started complementing SA with iterative refinement, which is the idea of using iteratively removing of a carefully-chosen arc to allow SA to continue and discover the finer structures embedded inside such regions. Unfortunately, their experience shows that straightforward implementations of SA with iterative refinement tend to be bug-ridden. In particular, the addition of refinements substantially complicates the control flow of the SA algorithm itself. Our insight is that we can partition the arcs removed during refinement into two groups depending on whether an arc is a backward feedback arc or not. (A feedback arc is an arc whose removal breaks a cycle, and the arcs removed by refinement are all backward.) This naturally leads us to a new, conceptually-clean implementation strategy by handling cyclic and acyclic regions in two independent phases. The first phase preprocesses a CFG into a so-called ""loop-nesting forest"" (LNF) using existing loop identification algorithms in the compiler literature. The result is a hierarchical decomposition of the CFG into acyclic regions, with all candidate feedback arcs identified. The second phase applies SA in each of the acyclic regions, which can be implemented much easier since each region is guaranteed to be acyclic. I propose to extend the CMU Binary Analysis Platform (BAP) with LNF algorithms from the literature. This will enable us to evaluate the effectiveness of the aforementioned two-phase structural analysis algorithms versus the existing mixed implementation in BAP.",,Carnegie Mellon,Computer Science
2013,Orbits of Iterated Binary Transducers,"This project looks at a special case of transducers, specifically binary invertible transducers. Starting with simple 3 state transducers and moving to more complex ones, we address questions about the orbits of these transducers. We try to provide a general ways to find if two elements are in the same orbit. Categorizing the transducers with efficient solutions to these problems could open applications in program verification where we want to check if a program ever enters a ""bad"" state.",,Carnegie Mellon,Computer Science
2013,Classification and Automaticity of Discrete Dynamical Systems,"Model checking is a method of building a model of a system and then exhaustively and automatically checking whether that model meets a given specification. In particular, the system could require infinitary descriptions (e.g., runs of a reactive system). Elementary cellular automata (ECA) form simple dynamical systems that exhibit a wide array of behaviors, ranging from trivial to computationally complete. I've built the automata-theoretic support structure to perform model checking on first-order logic formulae on one-way infinite cellular automata. Using these formulae, I separate the 256 different ECAs into distinct behavioral classes.",Allen Newell Award for Excellence in Undergraduate Research,Carnegie Mellon,Computer Science
2013,Reconstructing Dysarthic Speech from Cross-Speaker Articulatory Position Data using Speech Synthesis and Voice Conversion Techniques,"Dysarthria is a motor speech disorder that results from serious injury to a major component of the human speech system. Traditional speech synthesis techniques have often proven insufficient in constructing clear synthetic speech from source recordings of speakers affected by dysarthria. In this project, we propose an alternate approach to constructing a synthetic voice for a dysarthic speaker BF (a tongue cancer patient whose tongue had been surgically removed during cancer treatment) with the goal of constructing synthetic speech that both sounds clear and preserves distinctive acoustic features of BF's original voice. Our approach centers around the idea of constructing ""an artificial tongue"" for BF and using this along with information about the positions of BF’s other major articulators for any given sentence to build a voice. Since no information about the positions of BF's articulators is available, we use recordings and corresponding articulator position data (APD) of an individual who will be referred to as MSAK to construct an articulatory speech synthesizer that predicts APD given acoustics. Using the articulatory speech synthesizer and recordings of BF post-surgery, we determine the positions of all of BF's articulators except the tongue. Next, we synthesize recordings of MSAK speaking the same sentences as BF and run the articulatory speech synthesizer on newly synthesized MSAK recordings to determine the positions of MSAK's articulators for BF's sentences. We then use the predicted position of MSAK's tongue as an approximation of BF's tongue (the artificial tongue) and use this, along with the predicted positions of BF's other articulators to construct a voice for BF.",,Carnegie Mellon,Computer Science
2013,Unsupervised Arabic Word Segmentation and Statistical Machine Translation,"Word segmentation is a necessary step for Natural Language Processing (NLP) for morphologically rich languages, such as Arabic. In this thesis we experiment with unsupervised word segmentation systems proposed in the literature to perform word segmentation on Arabic, and then couple word segmentation with Statistical Machine Translation (SMT). Our results indicate that unsupervised segmentation systems turn out to be inaccurate and do not help with improving SMT quality. However, although minimal human post-processing greatly improves the translation accuracy, word baseline accuracy turns out to be better. We conclude that semi-supervised systems have more potential to improve Arabic to English translation in SMT.",,Carnegie Mellon,Computer Science
2013,Towards Computational Offloading in Mobile Device Clouds,"It is common practice for mobile devices to offload computationally heavy tasks off to a cloud, which has greater computational resources. In this work, our first contribution is to motivate the gain in computation time and energy consumption that can be made by offloading tasks to nearby devices inside a mobile device cloud (MDC). We do this by emulating network conditions that exist for different communication technologies provided by modern mobile devices. As opposed to emulated experiments, currently it is a challenge to carry out real experiments on mobile devices since no applications exist that can distribute different amounts of data and computation to nearby devices using different communication technologies. Thus, as a second contribution, we also present a platform that allows creation and offloading of tasks by a mobile devices to nearby devices. As a final contribution, we also present a test bed which we used to carry out experimentation and gain insights about what kind of strategies need to be employed in order to ensure losses in computation time and energy can be mitigated while performing task offload within an MDC.",,Carnegie Mellon,Computer Science
2013,An Authorization Model For The Web Programming Language Qwel,"With the fast growth of web technology, it is becoming easier for developers to design and deploy complex web applications. However, securing such web applications is becoming an increasing complex task as current technology provides limited support. Developers are required to reason about distributed computation and to write code using heterogeneous languages, often not originally designed with distributed computing in mind nor built-in security features. Qwel is an experimental type-safe functional programming language for the web that has dedicated primitives for publishing and invoking web services. In this paper, we propose to extend Qwel with a decentralized authorization model allowing service providers to secure the web applications written in Qwel. This extension will provide web developers with built-in primitives to issue credentials to users and to express access control policies. Therefore, when a protected web service is deployed, the security policy will be evaluated dynamically according to the credentials supplied by the user invoking this web service. As a result, we show how these new language features can be used to implement common scenarios as well as more sophisticated ones.",,Carnegie Mellon,Computer Science
2014,Certifying Compilations for Logic Programming,"We seek a certifying compiler for logic programs (in a core subset of Prolog), meaning a compiler whose output provably implements the source program. We present a dependently-typed virtual machine based on the Warren Abstract Machine (WAM), prove soundness and completeness of the VM, and implement a compiler that targets it. We then demonstrate how the type system is expressive enough to encode the correctness of the compiled program.",,Carnegie Mellon,Computer Science
2014,OpenISR 2.0,"I explore a new approach to ""Web-based Transient Personal Computing"" by building upon the ideas from Professor Satyanarayanan's ISR (Internet Suspend/Resume) to better fit modern VM technology and computing needs. ISR decouples PC state and hardware by storing the state in a virtual machine. It increases convenience and productivity for users by allowing them to securely access personal machine state on an anonymous machine (e.g. a PC in a waiting room at the doctorbarticulators to construct a voice for BF.s office) or more portable devices like tablets instead of being bound to particular hardware. Although the existing ISR is functional, its codebase is complex and some of the decisions made in its development would have been made differently today. I reconsider the original premises for ISR and build a system that can fill a niche today. Rather than working from the ISR codebase, I build upon the newer VMNetX codebase, which developed from ISR but differs in that its VMs are read-only and are stored and executed on-demand from a web server. The new implementation is novel approach to solving an otherwise well-established problem because of this HTTP-based storage and execution.",,Carnegie Mellon,Computer Science
2014,A Proof-Based Approach to Formalizing Protocols in Linear Epistemic Logic,"Linear epistemic logic can be used to reason about changing knowledge states of agents acting in a system. Here we use it to formalize the Needham-SchrC6der-Lowe public-key cryptographic protocol for establishing secure communication sessions. We have developed a notion of adequacy to refer to the formal compositional correspondence between the protocol and the formalism. Through the iterative process of attempting to prove adequacy theorems and noting where and how the proof breaks down, we have been able to refine the formalism so that it adheres to the structure and semantics of the protocol as it was originally specified. This work is the first step towards showing that rigorous formal reasoning can be applied to protocols and processes followed in the wild.",,Carnegie Mellon,Computer Science
2014,Compressing Natural Graphs and a Practical Work-Efficient Parallel Connectivity Algorithm,"Over the past two decades, the explosive growth of the internet has triggered an enormous increase in the size of natural graphs such as social networks and internet link-structures. Processing and representing large natural graphs efficiently in memory is thus crucial for a wide variety of applications. Our contributions are 1) A parallel graph processing framework for representing compressed graphs with significantly fewer bits per edge, and 2) A simple and practical expected linear-work, polylogarithmic depth parallel algorithm for graph connectivity. Natural graphs tend to contain a large amount of locality - vertices within a cluster mostly have edges to other vertices in their cluster. We discuss reordering techniques to make vertex labelings reflect locality inherent in the graph. We show that algorithms operating on compressed graphs in our framework are as fast, or faster than their uncompressed counterparts. We also test a variety of coding and relabling techniques, such as byte-codes, nibble codes and gap encoding. In the second part of the work, we describe a simple and practical work-efficient parallel algorithm for graph connectivity. The algorithm is based on recently developed techniques for generating low-diameter graph decompositions. We discuss implementing both the decomposition algorithm, and our connectivity algorithm in C++ using CILK+, and show that our connectivity algorithm achieves 9--19 times speedup relative to the best known sequential implementation of connectivity on 40 cores. The algorithm is also competitive with the fastest existing parallel connectivity implementations for large input graphs (0.88--1.41 times faster on a 40-core machine).",,Carnegie Mellon,Computer Science
2014,Compiler Correctness via Contextual Equivalence,"We have developed a methodology for verifying the correctness of the closure conversion phase of a compiler, adapted from the work by Ahmed. This lets us verify that individual components of programs are compiled correctly, so they can be linked with any other code and still behave as desired. We do this by using a shared language that encompasses both the source and target languages in which the compiled code can be reasoned about alongside its source. Our main improvement over previous methods is that we donbarticulators to construct a voice for BF.t need boundaries that separate the source and target language while inside the shared language.",,Carnegie Mellon,Computer Science
2014,Improved Methods in Semantic Relations,"The goal of this project was to develop improved methods of measuring semantic distance between strings. This was done using graphical methods over Wikipedia hyperlinks to generate features which were then combined to determine the semantic similarity between strings. The resulting scores were evaluated against a baseline in order to gauge performance improvements. The accuracy, speed, and scalability of the algorithm were the key issues targeted for improvement by this project.",,Carnegie Mellon,Computer Science
2014,Symbolic Summation in Difference Fields,"We seek to understand a general method for finding a closed form for a given sum that acts as its antidifference in the same way that an integral has an antiderivative. Once an antidifference is found, then given the limits of the sum, it suffices to evaluate the antidifference at the given limits. Several algorithms (by Karr and Schneider) exist to find antidifferences, but the papers describing these algorithms leave out several of the key proofs needed to implement the algorithms. We attempt to fill in these gaps and find that many of the steps to solve difference equations rely on being able to solve two problems: the equivalence problem and the homogenous group membership problem. Solving these two problems is essential to finding the polynomial degree bounds and denominator bounds for solutions of difference equations. We study Karr and Schneider's treatment of these problems and elaborate on the unproven parts of their work.",,Carnegie Mellon,Computer Science
2014,A Password Management Application with Provable Security and Minimal User Effort,"Passwords are used by millions of users everyday to protect their important online accounts. However, because of the increasing number of accounts and limited human memory, people tend to adopt unsafe practices including the usage of weak or identical passwords for various accounts. In order to solve this problem, we want to develop both secure and usable password management schemes, which are systematic strategies for a use to create and remember multiple passwords. Shared Cues, a password management scheme proposed by Blocki et al., makes use of natural rehearsals of passwords and mnemonic techniques to achieve provable strong security with minimal user effort. In their scheme, the user memorizes several vivid PersonActionObject stories, and uses subsets of the stories as passwords. The strategic sharing of PAO stories minimizes the number of stories that a user has to memorize, and also preserves security. Moreover, users can successfully maintain the memory of passwords by following a particular rehearsal schedule. The application which I am developing is an implementation of their scheme. Unlike other password managers, this application does not store any password or use any master password. It includes a memory game to facilitate with memorization of PAO stories, a reminder system to remind our users to rehearse stories that they have not practiced recently and a mechanism to help users recall stories if they forget. The web application is hosted on GitHub, and can also be used on mobile end utilizing cloud storage to allow synchronization across devices. For future work, we are planning to conduct user studies to gather feedback and advice on potential improvements to the application.",,Carnegie Mellon,Computer Science
2015,A Secure Human-Computable Authentication Scheme,"In a world where everyone is constantly watching, secure authentication is still possible. We propose a provably-secure authentication protocol that is both resistant to eavesdropping attacks, and can be carried out directly between you, the human user, and the authenticating computer, without any additional devices. The catch is that you must perform all the calculations in your head. However, we demonstrate that most humans are capable of this. We also give evidence that an adversary would have to spy on a significant number of authentications before being able to impersonate you. (Compared to the standard password scheme, where the adversary only has to see it once.) Specifically, we show that statistical adversaries must see 10^Omega(r) authentications in order to break the protocol, where r measures the length of the secret that the human user memorizes. Our work is based on recent results of Blocki et al. and Feldman et al. on statistical algorithm lower bounds which we apply to our protocol relying on the intractability of the k-junta problem.",,Carnegie Mellon,Computer Science
2015,Fast Approximation of Minimum 2-Hop Covers on Trees,"Distance queries on graphs is a fundamental problem for numerous real-world applications. Constant queries can be done with an APSP algorithm but that requires storing every pair of distances in Ω(n 2) space, whereas dynamically resolving distances requires O(m + n log(n)) time on m-edge n-vertex graphs. An algorithm that stores fewer precomputed values and reduces dynamic query time is the 2-hop labeling scheme where every vertex stores its distance (called a label) to a subset of the other vertices such that for any pair of vertices, they both have their distance to at least one vertex on their shortest path. The problem we study is minimizing the number of labels needed to correctly query distances. There is now a log(n) approximation algorithm for m-edge n-vertex graphs that runs in O(mn 3) time for this. We demonstrate this problem is NP-Complete, and we present the currently fastest algorithm which gives a log(n) approximation on n-vertex trees which runs in Θ(nlog(n)). We also prove that this the optimal runtime for any correct tree-labeling algorithm.",,Carnegie Mellon,Computer Science
2015,Nipping Bugs in the Bud - Student Misconceptions in Introductory Computer Science Classes,"Bugs in software are often caused by misconceptions in the programmer's thought process. Such misconceptions ought to be 'nipped in the bud', in introductory computer science classes where there is a focus on underlying concepts. We aim to mitigate common misconceptions in the Principles of Imperative Computation course (15-122, taught in C0 and C) by analyzing the bugs committed by students in the class, determing the misconceptions behind these bugs, and devising ways to mitigate these misconceptions. We collected data about bugs committed by students throughout the course of the Fall 2014 semester (335 students) and during one lab in the Spring 2015 semester (288 students). We classified each bug according to a taxonomy based on the IEEE Standard Classification of Software Anomalies, determined the misconceptions behind commonly-seen bugs, and proposed teaching methods to eliminate them. The bugs observed were logic bugs (60 instances), data bugs (21), and interface bugs (7), as per the IEEE Standard Classification for Software Anomalies (2010). An additional category of bugs emerged called ""comprehension errors"" (32 instances) which are caused by a misunderstanding of concepts, specifications or error messages. In one of our weekly labs in Fall 2014, we noticed that 30% of the bugs were caused by lack of attention to edge cases, which are situations that occur at extremes that the programmer may not have considered. We performed an experiment during this lab in the Spring 2015 semester where we split the students in the class into two groups. We encouraged one group of students to spend five minutes thinking about edge cases in the problem before beginning to code, and did not give any special instructions to the second group. We expect that the students who think about edge cases prior to coding will perform better in terms of faster completion times, more incremental progress to solution, and better quality of final code.",,Carnegie Mellon,Computer Science
2015,Spliddit - Unleashing Fair Division Algorithms,"The field of fair division has been rapidly expanding in recent years, capturing the interest of researchers in economics, mathematics, and computer science. The Literature encompasses provably fair solutions for a wide variety of problems - many of them relevant to society at large. However, a few fair division systems are used in practice, with even fewer available to the public. Enter Spliddit, a first-of-its-kind website which provides easy access to carefully designed methods for dividing rent, goods, credit, chores, and fares. Since launching in November 2014, Spliddit has received coverage in popular technology websites such as Gizmodo and Fast Company, and has been used by tens of thousands of people. In this talk, we'll discuss the overall design and implementation of Spliddit, as well as the algorithmic details of Spliddit's various applications.",,Carnegie Mellon,Computer Science
2015,Cache Efficient Dynamic Programming Algorithms,"Parallel dynamic programing algorithms typically have undesirable I/O complexities. We studied solutions to two different problems which are representative of many problems with dynamic programming solutions. One is Local Alignment, which has a constant number of dependencies. We studied multiple algorithms and implemented some in C++ and Cilk+. We also analyzed the algorithms from a theoretical and practical standpoint, and then compared it to other dynamic programming algorithms for solving Local Alignment. The other is Optimal Binary Search Trees which contains problems with varying numbers of dependencies. For this problem, we designed and implemented a cache efficient dynamic programing algorithm using a divide and conquer technique. We also analyzed the algorithm theoretically and practically. Our algorithm has the same work complexity as current dynamic programming algorithms, but lower I/O complexity.",,Carnegie Mellon,Computer Science
2015,Quadratic Encoding for 3D Hand Pose Reconstruction,"Hand pose reconstruction has many uses in animation and virtual reality. However, because the movements are so fine and occlusion occurs frequently, it is difficult to accurately track hand motion. In cases where the full hand cannot be seen, it is often still possible to identify the fingertips. Our quadratic encoding method provides a way to reconstruct the full hand pose from fingertip position data to generate natural-looking hand motion in real time.",,Carnegie Mellon,Computer Science
2015,Data-Aware Auto-Tuning and Techniques for Improving Parallel Sorting Performance,"Sorting algorithms are essential in many contexts, and can make good use of parallelism, which modern machines make increasingly leverageable. We explore the use of auto-tuning to achieve high-performance parallel sorting. While auto-tuning is a technique that has been used in a variety of domains to automatically find parameters that optimize performance, most applications of auto-tuning involve algorithms that are data-indifferent. A particular sorting algorithm, by contrast, can vary quite a bit in performance depending on the distribution of the data being sorted. We develop an auto-tuner that allows us to easily optimize and evaluate a number of parallel sorting algorithms on many different architectures and datasets. Our auto-tuner allows us to explore how properties of the dataset affect the optimal tuning parameters, and we achieve performance improvement by letting these properties drive how parameters are selected. We also explore novel ways of using data-specific heuristics for further improving sorting performance. Our tuned sort outperforms the hand-tuned Problem-Based Benchmark Suite (PBBS) comparison sort (on which our code is based), achieves good performance on a wide variety of datasets, and parallelizes well over many cores.",,Carnegie Mellon,Computer Science
2015,Invertible Binary Transducers and the Automorphisms of the Binary Tree,An invertible binary transducer is a type of Mealy machine that encodes automorphisms of the infinite binary tree. The subgroup of Aut(2*) generated by these automorphisms is called a transduction group. Group theorists have become interested in transduction groups because they provide answers to classical questions such as Burnside's problem and constructing groups of intermediate growth. We focus on abelian transduction groups to answer fundamental decidability questions and prove structure theorems. We also explore automata theoretic questions regarding relations on 2* induced by elements of a transduction group and attempt to determine when they are regular.,,Carnegie Mellon,Computer Science
2015,An Autoencoder Triaging Algorithm for Acute Pancreatitis,"As more data is collected from clinical studies, predictive medicine will advance to the state where triaging can be automated using raw patient data. For acute pancreatitis, several scoring systems, such as Ranson and APACHE II, are employed clinically to measure the severity of acute pancreatitis; however, these criteria have limited accuracy. Designing more accurate scoring systems is difficult due to the small number of patients typically enrolled in studies and the small percentage of patients with acute pancreatitis whose condition becomes severe. In this thesis, we present scoring systems derived from machine learning classifiers that are trained on both raw patient data and clinical scores. We focus on measuring severity by predicting whether a patient will develop organ failure, the most common cause of death in patients with acute pancreatitis. Using stacked autoencoders, we attempt to learn deep feature representations of organ failure in acute pancreatitis, and we compare the results to those of shallow architectures. Ultimately, we found single autoencoder networks to perform with the best sensitivity (lowest number of false negatives). In addition to our results, we discuss our techniques for compensating for imbalanced data classes and missing patient data.",,Carnegie Mellon,Computer Science
2015,Active Sampling for Estimating Gaussian Graphical Models,"We consider the problem of learning the structure of high-dimensional Gauss Markov Random fields using L1-regularized linear regression. In many applications, such as in sensor networks and proteomics, it may be costly to obtain joint observations repeatedly from all the variables involved. To address this, we propose an active learning algorithm that directs the learning process by selectively focusing the sampling resources on more uncertain variables as it proceeds. We show theoretically that this results in significant savings in terms of the number of samples required per variable. Furthermore, we demonstrate experimental results that corroborate our theoretical findings.",,Carnegie Mellon,Computer Science
2015,Formal Verification of a Controlled Flight Between Two Robots: A Case Study,"Robots moving within controlled flight paths are complex systems that require formal verification of collision avoidance. A flight path dependent upon a coded program requires confidence of its ability to avoid crashing, which we show with a formal proof. Inspired by the controlled flight of two robots within the Disney-Pixar film WALLb""E, we have designed a controller for a robot flying within a complex controlled flight path, a helix with another robot. We have formally proven collision avoidance within the proof rules of differential dynamic logic, a logic for hybrid systems consisting of discrete controlled steps and continuous physics, using a deductive verification tool, KeYmaera, when this flight path is viewed in two dimensions as well as three dimensions. We formally prove safety as well as an additional property that the two robots are within some delta of each other. This case study also applies to aircraft collision avoidance and unmanned aerial vehicles where unsafe operation is potentially fatal and similar 3D motion is relevant.",,Carnegie Mellon,Computer Science
2015,Improved Methods for Optical Music Recognition,"Optical music recognition (OMR) is the problem of converting scanned music scores into a symbolic format such as MIDI. Basic information about the score is necessary for later steps, but is useful in itself to support many computer music applications. We developed new and improved methods to extract this information, which are used in a live score display application. Furthermore, we developed methods to estimate the quality of a scan, which can be used to select the highest-quality version of a score to use for OMR.",,Carnegie Mellon,Computer Science
