year,degree,abstract,university,title
2015,Computer Science,"The goal of this work is to develop a model to forecast the demand for bicycles in a sharing network, considering data from the sharing stations (e.g., timestamps, number of records) and meteorology of the region (e.g., temperature, humidity, wind speed). The question which the model should answer is: given a date and time of day, what is the total number of withdrawn bicycles. This issue is important to ensure load balancing between stations, granting stability to the sharing network. Proposed by a popular website in machine learning competitions called Kaggle, it offers an extraordinary opportunity for the use of regression techniques (e.g., Redes Neurais, Ensembles, Random Forests, Gradient Tree Boosting) in support of a Sharing Economy aimed at improving urban mobility. This study conducts a comparison of these techniques (taking into account validation errors, test errors and running time), obtaining better results by ensembling a Random Forest and a Gradient Boosting Tree.",UFPE,Machine Learning for Forecasting Demand in a Sharing System of Bicycles
2015,Computer Science,"This study presents the process of conception and development of a digital artifact which aims to accelerate literacy learning for adults. There are 781 million illiterate people in the world, while 6 billion people have mobile phones. On literacy teaching, that lead to the creation of initiatives such as MobiLiteracy, in Uganda, which works by sending daily lessons through SMS and voice mail. In Brazil, the amount of smartphones is increasing significantly, opening ways to the development of more complex solutions. The construction of one of such solutions is the object of study of the present work.",UFPE,Digital artifact development for youth and adult literacy
2015,Computer Science,"The amount of open data for the general public grows daily, driving major advances in the data analysis field. Following the trend, different levels of government in Brazil make the data of their departments and ministries available. Despite this promising context, public management still is known for its deep and frequent inefficiency, which causes problems for public administration and society. Open data are seldom classified, meaning that any technique to be used therein must be suitable for problems involving unsupervised learning. Unsupervised learning approaches may be used for detecting typical behaviour patterns and distortions in the behaviour expected from the data. Deploying and researching such techniques is important for both academic and social purposes. In this work the Self-Organizing Map (SOM) technique will be used to cluster Hospital Admissions Authorization database, made available by DATASUS. The SOM network provides a good way to reduce data dimensionality, whilst maintaining its topological relations. An experimental analysis was performed and it was observed many records in the database are not in agreement with the Unified Health System (SUS) collection table, requiring a more thorough analysis.",UFPE,ANALYSIS OF PUBLIC HEALTH DATA WITH SELF-ORGANIZABLE MAPS OF KOHONEN (SOUND)
2016,Computer Science,Not found,UFPE,
2016,Computer Science,"The popular cryptocoin bitcoin is based upon a P2P decentralized network where every node contributes to maintain a public record of the transactions that occurred in the system, known as blockchain. The blockchain is a linked list of blocks where the nodes insert new blocks by investing in computational resources, in a process called bitcoin mining. The network is considered to be secure since it has a sufficient large number of miners. There are two types of incentives to mining: the reward for new block created and transaction fees. Currently, the reward for new block is much more relevant than the fees, which are small and optional, but the reward is halved every 4 year until it converges to 0 in the future. This means that it might be necessary to change the mechanism of transaction fees in order to guarantee the security of the network. This work’s objective is to analyze the evolution of the transaction fees in different kinds of scenario.",UFPE,BITCOIN: AN ANALYSIS ON THE DEVELOPMENT OF TRANSACTION RATES
2015,Computer Science,"Using databases in applications, particularly in cloud environment is one of the ways to record and store information from users reliably and securely. Increasingly information technology companies invest heavily in such paradigm in order to provide their customers the best way to store data and to allow easy access and retrieval. However, the way such information is managed faces a variety of restrictions; therefore it is needed to address new aspects to overcome these barriers in order to provide information adequately. According to the CAP theorem (Brewer et al 2012), a distributed system on a large scale can simultaneously provide two of the three features, namely: 1. Availability; 2. Consistency; and 3. Partition Tolerance. With this restriction, cloud database technologies, mostly choose to provide greater availability and partition tolerance, relaxing consistency aspects. Each cloud database system provides a different level of consistency or even a configurable one, being necessary to define specific methods and policies. This work aims at establishing rates to indicate the motivation of applications to choose a given cloud database system, by conducting an analysis of the techniques employed by such systems that directly may affect the CAP features.",UFPE,COMPARATIVE ANALYSIS ON THE AVAILABILITY OF DATA BANKS IN CLOUDS
2016,Computer Science,"Ever since they were first introduced in society, digital entertainment tools, specifically digital games, were constructed solely as a means for fun. However, as modern society evolved, these tools began to have their purpose redefined, fun was no longer their primary focus, instead being replaced with new objectives such as education and research. The advent of game theory as a formally recognized field of research allowed researchers to take full advantage of one of the most important aspects of digital games: immersion. Economists, biologists, and even modern day psychologists make use of the guidelines and models proposed by game theorists to build game scenarios that reflect the real world as closely as possible, in which the answers and reactions of their agents, the players, are as equal to those that would arise in reality. Studies from this research area have been capable of generating an amount of knowledge equally vast and valuable. From analysis and predictions regarding behavioral phenomena between different populations of humans and animals alike, to explanations for the rise of attitudes seemingly contrary to ones self-preservation. This research paper has the objective of implementing and evaluating the viability of using a digital game, developed using game theory, as a scientific research tool in the field of cognitive psychology.",UFPE,DEVELOPMENT AND VALIDATION OF A DIGITAL ENTERPRISE TOOL FOR USE IN SCIENTIFIC RESEARCH ON THE RESOURCE DIVISION PROBLEM
2015,Computer Science,"The eSport scenario presents remarkable growth considering not only in the number of participants but also in the financial aspect, with advertising and awards. Despite being a market with promising prospects, it stills suffers with lack of traditional media support. Even with noticeable growth, the existing broadcast platforms do not follow the pace of its progress, with up to 90% of broadcasts not being covered. The main purpose of this work is the analysis of the electronic sports competitive scenario and to propose a mobile tool, accessible and ubiquitous to narrate matches based on crowdsourced textcasting. The proposed solution was a Minimal Viable Product (MVP) application developed based on Android platform to narrate matches with its users providing text descriptions of matches, with minimalist interface and based on the use of text templates. A prototype functional tool was developed, with survey indicating good acceptance of the target audience. Tests with the user group resulted in interface adjustments of the already implemented interface and inspired the definition of future features to be included. It was concluded that it is necessary to complement the existing eSports’ broadcast options, with crowdsourced textcasting as a functional and operational option with good acceptance by users. Lastly, it is worth mentioning that although the proposed solution is targeting eSports, it can be easily adapted to other types of events with lack of coverage.",UFPE,HERMESPORT: A CROWDSOURCED TEXTCASTING TOOL FOR SPORTS
2015,Computer Science,"With the rise of new technologies for visualizing 3D information in the browser, a trend can be observed concerning the growing use of such technologies in web-based applications, due to browsers being present in virtually every device. Also, a growth can be observed in the 3D printing field, since the printers are becoming cheaper as the technology evolves. This study aims to develop a loader and a web visualizer for the 3MF format, and test its performance across desktop and mobile devices, searching for an optimized way of displaying 3D printing data in browsers. To test the validity of the loader, a 3D printing simulator was also implemented and tested across platforms. It was discovered that 3MF is better than STL for visualizing 3D content on the web, due to its greater capabilities, extensibility, and even a smaller loading time given the right optimizations.",UFPE,3D PRINTING CONTENT WEB VISUALIZATION USING 3MF
2015,Computer Science,"The usage of social networks has grown substantially in the past years and this has contributed to an exponential increase of the production of information on Web. This growth has attracted the interest of several organizations since it is an opportunity to investigate what their customers talk about their brands and to obtain meaningful information about these clients. This is particularly relevant because an efficient analysis of this kind of information can help enormously to guide corporate decisions. This work intends to make a study of the available techniques and tools to extract large amounts of non-structured data from online social networks. It will discuss how this sort of information can be retrieved and how it can be useful in several different contexts. Along with this data extraction process, the work then follows with exploring data analysis algorithms. In particular, sentiment analysis techniques, which are useful for classifying sentiments expressed in text fragments. Finally, the work will show a developed case study that illustrates how Business Intelligence and sentiment analysis can be combined in the context of online social networks to perform a number of different types of analysis that can be valuable to corporations.",UFPE,Business Intelligence and Analysis of Feelings in the Context of Online Social Networks
2016,Computer Science,"The mobile market is facing an unprecedented growth, with iOS and Android platforms playing a central role in this arena. Recently, Apple released Swift, a modern programming language built to be the successor of Objective-C. In less than a year and a half after its first release, Swift became one of the most popular programming languages, considering different popularity measures. A significant part of this success is due to Apple’s strict control over its ecosystem, and the clear message that it will replace Objective-C in a near future. This distinctive scenario presents a unique opportunity to understand the adoption of a programming language from its very early stages. According to Apple, “Swift is a powerful and intuitive program- ming language[...]. Writing Swift code is interactive and fun, the syn- tax is concise yet expressive.” However, little is known about how Swift developers perceive these benefits. In this paper, we conducted two studies aimed at uncovering the questions and strains that arise from this early adoption. First, we perform a thorough analysis on 59,156 questions asked about Swift on StackOverflow. Second, we interviewed 12 Swift developers to cross- validate the initial results. Our study reveals that developers do seem to find the language easy to understand and adopt, although 17.5% of the questions are about basic elements of the language. Still, there are many questions about problems in the toolset (compiler, Xcode, libraries). Some of our interviewees reinforced these problems.",UFPE,AN EMPIRICAL STUDY ON THE USAGE OF THE SWIFT PROGRAMMING LANGUAGE
2016,Computer Science,"Voting systems currently used are based on technologies that may present vulnerabilities, and therefore, elections may receive accusations of illegitimacy. Blockchain technology became known by the security and transparency of Bitcoin's financial transactions that exclude the need of a central authority. The aim of this work is to study blockchain's behavior, as well as its security and privacy aspects, and based on this knowledge analyze voting systems that propose the usage of this technology to turn voting auditable, secure and cheaper.",UFPE,A STUDY ON BLOCKCHAIN TECHNOLOGY AND ITS APPLICATION ON VOTING SYSTEMS
2016,Computer Science,Not found,UFPE,
2016,Computer Science,Not found,UFPE,
2016,Computer Science,Not found,UFPE,
2016,Computer Science,"The Procedural Content Generation, or PCG, has been used as a way of reducing costs and development time for digital games, mostly by allowing the automatic content creation that would be instead made manually by artists and level designers. One of the costliest processes in game development is the map creation and thinking of that, this work proposes a system of 2D procedurally generated caves, with similar aspects to that of real caves, for games. We established six steps to accomplish this objective, being them: The usage of the algorithm of Cellular Automata, to create the cave’s initial contour; The created regions detection, removing the uninteresting ones; The connection of the remaining regions, ensuring access throughout all regions; The usage of Voxels, to represent the minimal volume unit of the cave; The usage of the algorithm Marching Squares, to make the cave’s contour smoother; The edge detection and creation of a wall, limiting the player’s movement.",UFPE,PROCEDURAL GENERATION OF CAVES FOR 2D DIGITAL GAMES AT UNREAL ENGINE
2016,Computer Science,Not found,UFPE,
2016,Computer Science,"The Android platform is currently the most popular in the mobile marketplace, due to the large variety of applications available to users, among other factors. Communication between applications represents one of the main features of Android Applications, but this can lead to user sensitive data leaks. Moreover, existing tools that try to identify these vulnerability points have scalability limitations. Moreover, we also need to consider the mutable state of current installed applications, with successives installations, uninstallations and updates on the apps. This work proposes and evaluates the IncR tool, capable of incrementally tracking communications channels between Android applications. In this context, incremental means combining obtained results from previous executions without the need to redo the same evaluations already performed in the known results, but considering the mutable state, as mentioned. The results of the IncR evaluation show that the incremental approach scales more efficiently when compared with the traditional approach.",UFPE,Incr: INCREMENTAL COMMUNICATION DETECTION TOOL BETWEEN ANDROID COMPONENTS
2016,Computer Science,"In recent years the Software as a Service (SaaS) model came bringing more flexible and reusable software. This model provides support for multiple users on the same configu- rable infrastructure by offering features on demand. Multi-Tenancy is an organizational approach of Software as a Service (SaaS). Some characteristics of a multi-tenant archi- tecture are: the capability to share hardware and database resources and a high degree of configurability. Additionally, the use of this architecture brings benefits. Some of them are: better use of hardware resources, simpler and cheaper application maintenance and reduction of the system global costs. Based on the architectural characteristics, this paper proposes an open source library that facilitates the development of multi-tenant projects on Django framework. Thus, the developers can focus on the business rules and less on the architecture that is already implemented by the library.",UFPE,A Multi-Tenant library for the Django framework
2016,Computer Science,"Metaphors are present in our daily lives in various aspects of our language and communication. Examples like ""brake the law"" to talk of disrespeting rules, although a law is not something physical that you can break. In another example the use of gestures such as lifting the thumb to express a sense of positivity, wave his hand to indicate a farewell and other gestures used metaphorically to express feelings and abstract tought. A metaphor is the traduction of an abstraction in terms of a concrete thing or a more familiar concept, which may or may not be of the same nature. This work has the purpose to analyze and develop interface metaphors based on the embodied cognitive model that reveal how sensory and corporeal experience are used by our minds as metaphors to translate abstract concepts. This work aims to show through applications concepts in the field of body cognition metaphors developed by Prof. Dr. Pedro Martins Alessio. We have chosen to implement three examples of metaphors derived from his doctoral thesis [1] as interactions techniques in Graphic User Interfaces. The Interface metaphors will be implemented using the 3d engine Unity3D and its physical and behavior libraries. The development results will be presented to users and a usability questionnaire will be proposed. The results and future work will be described.",UFPE,Interaction metaphors: development of metaphors for digital interfaces based on the models of corporeal cognition
2016,Computer Science,"Multithreaded programs are hard to write when threads share resources. To deal with this resource sharing, programs typically use synchronization. However inadequate thread synchronization may generate several problems such as deadlock. To solve this problem, developers have created forms of detection or prevention as: static detection, dynamic detection and verification models. Recently a new approach has been created where the deadlock is detected in runtime, and its occurrence is signaled by an exception. The main goal of this work is to add contextual information to deadlock exceptions [LOBO; CASTOR, 2015], in order to improve the traceability of problems, informing more details about the deadlock found. Always taking into account the overhead created. To achieve this goal studies have been made to determine what information is useful for the user to understand the deadlock and how the error message should be displayed to the user. The new informations were added and the performance overhead was measured using a very conservative benchmark. Which measured the overhead of lock operations when deadlocks are not possible.",UFPE,Adding Contextual Information to Deadlock Exceptions
2016,Computer Science,Not found,UFPE,
2016,Computer Science,Not found,UFPE,
2016,Computer Science,Not found,UFPE,
2016,Computer Science,"High-level programming languages are the true standard for software development, which makes the programmer-machine interaction even more abstract, allowing high complexity systems to be built. In order to make better use of multicore processors(the ones that can process several instructions simoutaneously), threads are used for parallel computing. While that improves performance significantly, it also brings more difficulty to the programmer, who has to worry about handling access of these threads to system resources. This is a big drawback, because if the access synchronization is not correct, bugs(such as deadlocks and race conditions) can happen very easily. This work aims toanalyze bugs related to deadlocks in open-source C# applications. Thus, the focus of the study is to gather relevant information for the community, such as the kind of deadlock, which threads are involved, whether the bug is really related to a deadlock and discuss ways to solve the analyzed defect.",UFPE,A study on the incidence of deadlock-related bugs in open source C # applications
2016,Computer Science,"By analysing the entrepreneurial academic environment, it is not difficult to find cases of businesses created based on modules, research, university­industry cooperation projects or other academic activities ­ these businesses can be classified as startups or academic spinoffs. This final project aims to explore the theory about main motivational factors and barriers to entrepreneurship, as well as possible actions that cooperate to the creation of new enterprises in the academic environment. In this way, the main goal is to understand, through a case study, the entrepreneurial environment of the Centre for Informatics of the Federal University of Pernambuco and which actions could improve this environment.",UFPE,THE ENTREPRENEURSHIP ENVIRONMENT IN THE ACADEMY: AN EXPLORATORY CASE STUDY
2016,Computer Science,"Ransomwares are malwares that, when infecting a computer, are capable of block the user’s access to his compute or encrypt important data from him. When succeeded they ask for a ransom - mainly in bitcoins - to unlock these data. The ransomwares have became a enormous threat nowadays, attacking common users, small and medium businesses, police departments and even big hospitals networks. They have shown a tremendous capacity to evolve their technics to avoid defence strategies, increasing their success rate in extortions. This project aims to analyse the various types of ransomwares, as well as the attacks history, seeking to demonstrate their evolution and impact.",UFPE,An Analysis of the Evolution of Ransomwares and Techniques of Prevention and Remediation
2016,Computer Science,"Despite the positive reception of the ”DevOps”culture, in practice, it is not easy to im- plement. A lot of automation becomes necessary for developers to have control over the release and deployment generation process, along with process changes so that there is the necessary communication between a team where the division between developer and operational becomes less and less visible. This graduation work intends to develop an automation open source tool denominated Versi, written in the Ruby language, in order to aid developers to versionate new relea- ses. This tool will be integrated with GIT version control and will be able to run in a Continuous Integration environment.",UFPE,Development of open source tool for release versioning automation
2016,Computer Science,"As software systems get more complex, when it comes to the amount of kind of tasks they perform and the quantity of those tasks, maintaining a system as a single monolithic ap- plication brings difficulties to its maintenance and scalability. The microservices software architecture proposes dividing each functionality or group of functionalities into distinct applications, each one with its code base and its development cycle, communicating via internal APIs. The usage of software containers, specially the Docker platform, is a way of executing these microservices with more security and reliability, as they provide isola- tion between the host system and the application and its dependencies. The management of the lifecycle of these containers can be done by orchestrators, as Docker Swarm and Kubernetes. Deciding which tool is most appropriate depends on an analysis of many aspects of the application and of the available resources in the execution environment. Experiments were made with each orchestrator, comparing start up time and node loss fault tolerance, as well as setup complexity and feature analysis. Docker Swarm presents itself as more appropriate for clusters with less computing resources and simpler appli- cations that don’t need autoscaling management. Kubernetes is more appropriate for applications that can be executed in environments with more resources and more machi- nes, and more critical applications that need autoscaling and more complex deployment cycles.",UFPE,Comparative study between Docker Swarm and Kubernetes for container orchestration in software architectures with microservices
2016,Computer Science,"The World Wide Web is a great resource for structured entities. Entities can be defined as real world objects defined by their attributes and associated values. The practical value of com- prehensive repositories on domain specific structured entities can easily be seen, for instance, on improving results on entity queries - the most frequent type of query search after naviga- tional queries - and data-driven decisions. Before making use of those repositories, one must collect such structured entities. The main goal of this work is to implement an effective so- lution to the sub-task of locating and identifying pages containing relevant structured entities from the real estate domain within a website. To locate entitity pages, we developed a strategy that makes use of a link classifier to predict if a link points towards an entity page, thus avoiding unproductive areas of the websites. To detect real estate enitity pages, we built a page classifier that identifies pages with real estate entities with high precision.",UFPE,A Smart Collector for Structured Real Estate Entities in Sites
2016,Computer Science,Not found,UFPE,
2016,Computer Science,"There are several purposes that can lead to the creation of a portfolio, but the most common is the presentation of the best work of an individual with the intention of per- sonal promotion during the search for employment. What a lot of people do not know is that when applied to the educational area, portfolios can influence the student to be more reflective about their work, thus leading to the development of the student’s critical ability. Students seeking computing degrees usually take many courses that have several activities during it and a lot of those end up being lost or forgotten after the course is finished. These activities are sometimes given by teachers through class management tools, which facilitate student-teacher interaction. This work presents the result of the implementation of a web platform that allows teachers to indirectly influ- ence their students to create a personal portfolio with the activities done during their courses. Using this platform, students can easily access all of their work made during their time in university and create a public portfolio when needed with ease.",UFPE,MyFolio: an electronic oil for undergraduate students in computer courses
2016,Computer Science,"Wireless communication is present in several segments and environments. Combined with the continuous miniaturization of hardware components, cost reduction and expansion in pro- cessing capacity, it has encouraged the development and use of Wireless Ad hoc Network. Unlike traditional communication networks, Wireless Ad hoc Network does not have a centralized in- frastructure of management and control, thus resulting in the need of distributed management and control among the nodes of the network, considering energy constraints, memory limita- tion and processing capacity, which brings great challenges when designing protocols for such technology. This work will present a survey of multi-channel protocols from the medium access control layer - (MAC) to ad hoc networks most commonly cited in the literature, a classifica- tion, a comparative and evolutionary evaluation of protocols, and finally a discussion about the open challenges and possible future work.",UFPE,A Classification and Comparative Analysis of Multichannel Access Control Protocols Media for Ad Hoc Networks
2016,Computer Science,"The World Wide Web is a repository with innumerous pages of all kind of information. Some of these pages contain information about instances of structured entities along with its attribu- tes and associated values. For example, a webpage that contains information about a laptop showing its attributes, such as its operational system and processor. The primary goal of this work is to detect, effectively and efficiently, whether a website contains pages with structured entities in the real estate domain. With the aid of a focused crawler that crawls through the Web graph exploring the neighborhood of already known sites, we use the detector to guide it in fin- ding innumerous real estate sites across the Web. Once these sites are located, it is possible to, for example, do a follow-up crawling inside them to extract the information about the entities and create a database with them.",UFPE,Detecting Large Scale Entity Sites: The Case of Real Estate Sites
2016,Computer Science,"The increase in government spending has been a constant problem in Brazil (GASTO, 2016), due to corruption and poor management of expenditures. In education it is no different the poor management of control over meals or student attendance, results in waste or unnecessary expenditure. The purpose of this work is to develop an application to control expenditure on education based on an existing one, focused on the control of expenses in the Conceito Fiscal2 (STAFF, 2016). The management of expenses in education, more precisely with meals, contributes to the transparency of public spen- ding, besides establishing a direct communication between schools and the Ministery of Education, making it possible for instance the complete control over the products foreseen by the bidding and those that actually arrive at school.",UFPE,An Application to Control Public Expenses: The Case of School Lunch
2016,Computer Science,"The air market has a large share in the current economy, moving billions of passengers, goods and money in a global scenario. This market is extremely fierce, in which several com- panies compete for passengers in order to increase their profits. In this competition, companies take complex market strategies in order to attract consumers, making this market a very com- plex environment. In order to understand this complex scenario, it is necessary to analyze the data a to understand patterns of behavior of the companies with respect to their strategies of market which can help not only the companies but also the direct consumers (passengers) . The data generated in the airline ticket market are complex involving spatial and tempo- ral components. Given this complexity, interactive data visualization techniques are recognized as efficient tools that assist in the exploration and identification of patterns in complex data collections. In this work a data visualization system was developed, called AirFareVis for the pur- pose of exploring airfares data. This system allows the interactive exploration of hundreds of thousands of trips. To bridge the inherent complexity of the data, AirFareVis employs a vari- ety of data visualization techniques, such as multiple coordinate views, scented widgets, Gantt Chart, and so on. The system was developed using web technologies, in order to allow mobility and ease of application sharing. To validate the effectiveness of the system use cases are presented using airline ticket deals data mined from the Melhores Destinos website. These use cases show the power of interactive data visualization in identifying airlines’ market behavior patterns with regard to ticket prices. In this way, it was verified that the tool fulfilled its purpose, since it was possible to analyze cases with different parameters, as well as punctuate some behaviors, such as the periodicity of posting promotions and competition between companies.",UFPE,AIRFAREVIS: A VISUALIZATION TOOL FOR INTERACTIVE AIR RATE DATA ANALYSIS
2016,Computer Science,"The World Wide Web contains a vast amount of data from a diverse set of domains, e.g., real estate, cars and products. A significant amount of this data exhibits a structure representing entities and its attributes and respective values. Data of structured entities can be used, for instance, to improve search engine results, and for data-driven analytics. An important step in acquiring this data is its extraction from HTML pages. Unfortunately, most of this data is not ready for automatic consumption, making its extraction challenging. In this work, we present REX (Real Estate eXtractor), a semi-supervised extractor capable of extracting structured data from entities in the real estate domain. REX first detects nodes that contain important attributes using domain knowledge. Using these nodes, it detects regions that contain relevant informa- tion. After the identification of the attributes that appear in the page, REX segments the text found in relevant regions and extract the attribute-value pairs. Experimental evaluations con- ducted using over 60 sites in the real estate domain show that REX is effective, achieving high values of precision and recall for most of the sites.",UFPE,Extracting Structure of Web Entities with Poor Supervision
2016,Computer Science,"Data and storage processing demand is constantly growing every year. User penetration into Internet at 2015 reached expressive 43%, almost half the world population. Distributed Systems came to supply these needs, many times, created by this growth. The State of Art at distributed systems context is realized so that the programmer does not need to worry about orthogonal tasks in his application, such as network or location issues. The aim of this work is to build a remote procedure call middleware that is intended to facilitate the development of distributed applications. Remote procedure calls extend the well-known procedure call abstraction to distributed systems. They aim at letting a remote procedure invocation behave as if it were a local invocation (VÖLTER; KIRCHER; ZDUN, 2004). The implementation will be done in Erlang because it is a programming language focused on Distributed Systems that has some interesting characteristics, such as fault tolerance and functional paradigm. In addition, a performance analysis will be made on the middleware.",UFPE,Implementation and Analysis of an RPC-based middleware using Erlang
2016,Computer Science,"In recent years, the use of renewable energy sources, especially wind power, has been growing and attracting more and more investment. In order to reach global climate targets for sustainable development, investment in renewable energy is expected to double by 2020 and more than triple by 2030, according to a new report from The International Renewable Energy Agency (IRENA) [1]. The availability of this type of energy depends on the wind speed, which is quite variable. The estimation of this element is a factor of great relevance for wind farm operators. This work proposes a method to estimate the wind speed, in order to use in power curve certification of wind turbines, using artificial neural networks (ANNs) in parallel with fluid simulation software based on anemometer towers' data and wind turbines' energy generation.",UFPE,USE OF ARTIFICIAL NEURAL NETWORKS FOR WIND SPEED ESTIMATION AND POWER CURVE CERTIFICATION IN WIND TURBINES
2016,Computer Science,"The effort spent by software organizations with maintenance and rework in software development can vary, on average, between 40% and 50% of the total development effort. With the growth of systems and their complexities, human's natural ability to perform maintenance is compromised. To mitigate this, different processes and proposals are applied in maintenance context to try to identify targets of possible code inspections, such as: manual code verification, testing, validation, static analysis, and others. Software visualization, however, is also a field that provides an alternative to mitigate this problem. This field assembles techniques and approaches to construct clear, objective and useful visions in the analysis of software systems, whether in the context of evolution, version control, code inspection, and others. There are several approaches to building system visualizations, and each one has its advantages and disadvantages. Swift is a new language with notorious and growing adoption by the developer community. Despite this fact, few studies and initiatives are focused on Swift code analysis. The purpose of this work, then, is to construct a tool for visualization of systems written in Swift, based on the city metaphor (Wettel, 2007). In addition, this research also aims to collaborate with research on the use of Swift carried out by Professor Fernando Castor. To achieve these objectives, studies were done on the construction and visualization techniques of software to understand the difficulties and needs of a good visualization. And studies were made to relate the mapping of the elements of the Swift language to the development of the city metaphor. In this way, it was possible to offer a platform that is useful, easy to use and allows to explore Swift code systems in search of non-obvious conclusions about it.",UFPE,Swift: Visualizing Software's System in Swift as cities
2016,Computer Science,"This project discusses the conflict between the layers of locomotion and steering (Steering Behaviors) in the motion behavior for autonomous agents, when the agents present an intermittent type of movement (ex: locomotion of the jellyfish). Also discussed in this paper are suggested adaptations for the motion algorithm that can mitigate these conflicts.",UFPE,STEERING BEHAVIORS AND INTERMITTENT MOVEMENTS: A CONFLICT BETWEEN THE LAYERS OF LOCOMOTION AND DIRECTION
2016,Computer Science,"The usage of recommendation systems has become important in the business environment. In this way, these systems need to create an user profile and go beyond just a list of purchased products. The additional information needed to build the user profile is usually on social networks. However, some social networks, such as Instagram, has most of their content presented in images, which are not textual information, making it difficult to process by traditional recommendation systems. Therefore, the goal of this paper is to create a solution for image classification of Instagram photos, with the focus of identifying the environments where these photos were taken. The solution was built with the deep learning artificial neural network, which has obtained recent good results in image classification. To exemplify, three environments were chosen: gym, nightclub and beach.",UFPE,Instagram photo recognition with deep learning
2016,Computer Science,"Extracting data to support several types of applications and businesses alongside the mass adoption of smartphones which, being loaded with sensors, provide a rich collection of data about their users, has been a growing trend during the last few years. Among the possible pieces of data to extract, the users’ location stands out. This information is traditionally obtained through GPS, however, the system suffers a great precision loss in indoor environments. In this context, it is common to trust in the smartphone’s inertial sensor readings to infer its user’s position, in an inertial navigation process named dead reckoning. This dissertation intends to perform a systematic study about dead reckoning techniques for indoor localization. The work discusses the localization process in interiors according to a historical perspective of the subject. Subsequently, it explores general concepts about dead reckoning in the aforementioned context, as well as problematics and previously developed techniques. In particular, the dissertation shows how data gathered from the sensors of a smartphone can be transformed into relevant information. Finally, this work presents the implementation of a reliability module for dead reckoning.",UFPE,A Systematic Study on Dead Reckoning Techniques for Indoor Location
